IP_source,destination_port,sum_ip
113.183.216.176,0.0,1
171.232.36.83,2.584962500721156,6
14.181.136.225,2.584962500721156,6
66.249.82.222,0.0,1
113.183.216.176,2.584962500721156,6
66.249.82.220,1.0,2
66.249.82.222,2.0,4
113.183.216.176,3.0,8
171.232.27.113,0.0,1
123.16.149.57,0.0,1
171.232.36.83,0.0,1
69.162.124.229,0.0,1
100.93.0.4,2.807354922057604,7
171.232.36.83,2.321928094887362,5
69.162.124.229,1.584962500721156,3
100.93.0.4,0.0,1
103.199.32.121,0.0,1
203.113.152.3,0.0,1
66.249.71.157,0.0,1
103.199.32.121,1.584962500721156,3
171.234.152.120,3.169925001442312,9
14.176.124.219,2.807354922057604,7
103.235.77.115,0.0,1
113.161.7.196,1.584962500721156,3
113.174.246.234,2.0,4
113.183.216.176,0.0,1
171.234.152.120,2.321928094887362,5
113.183.216.176,2.321928094887362,5
171.231.179.40,0.0,1
14.165.85.1,2.807354922057604,7
42.117.72.253,2.807354922057604,7
66.249.71.153,0.0,1
113.22.123.26,1.0,2
171.231.179.40,2.321928094887362,5
171.234.152.120,0.0,1
59.153.243.129,2.0,4
171.234.152.120,2.584962500721156,6
171.248.191.169,2.807354922057604,7
59.153.243.129,0.0,1
66.249.71.153,0.0,1
171.231.179.40,0.0,1
171.248.191.169,1.0,2
216.244.66.239,3.0,8
66.249.71.154,0.0,1
113.183.216.176,2.807354922057604,7
171.231.179.40,2.321928094887362,5
171.232.27.113,0.0,1
66.249.71.152,0.0,1
66.249.71.156,0.0,1
113.183.216.176,2.321928094887362,5
118.70.128.42,0.0,1
14.165.85.1,2.584962500721156,6
14.230.24.47,0.0,1
64.233.173.156,1.0,2
64.233.173.157,1.584962500721156,3
64.233.173.158,1.584962500721156,3
113.161.92.127,2.584962500721156,6
116.111.75.115,2.584962500721156,6
64.233.173.132,2.0,4
64.233.173.133,2.0,4
64.233.173.134,1.584962500721156,3
113.183.216.176,0.0,1
116.111.75.115,3.7004397181410926,13
64.233.173.133,0.0,1
113.183.216.176,2.584962500721156,6
171.232.27.113,0.0,1
14.165.85.1,2.584962500721156,6
66.249.71.152,0.0,1
113.183.216.176,0.0,1
113.183.216.176,2.321928094887362,5
116.97.40.129,0.0,1
66.249.79.136,0.0,1
116.105.123.228,0.0,1
123.30.175.224,0.0,1
123.30.175.227,0.0,1
66.249.71.152,0.0,1
103.199.33.214,0.0,1
123.30.175.224,1.0,2
27.64.24.88,2.0,4
103.199.33.214,1.584962500721156,3
123.30.175.224,1.584962500721156,3
171.231.179.40,0.0,1
203.113.152.2,0.0,1
66.249.80.8,0.0,1
66.249.84.198,0.0,1
123.30.175.224,2.0,4
171.231.179.40,2.321928094887362,5
103.199.33.214,1.584962500721156,3
171.234.152.120,0.0,1
14.163.115.62,3.321928094887362,10
69.162.124.229,2.0,4
116.107.159.221,3.0,8
123.30.175.228,0.0,1
171.234.152.120,2.321928094887362,5
203.113.152.6,0.0,1
14.163.115.62,2.584962500721156,6
123.30.175.228,1.584962500721156,3
171.232.27.113,0.0,1
173.252.124.206,0.0,1
207.46.13.184,0.0,1
58.187.69.179,2.0,4
116.107.159.221,0.0,1
123.30.175.228,1.584962500721156,3
207.46.13.182,0.0,1
66.249.71.152,0.0,1
123.30.175.228,1.0,2
192.168.2.11,0.0,1
14.163.115.62,0.0,1
103.199.33.214,0.0,1
123.30.175.228,0.0,1
192.168.2.11,1.0,2
207.46.13.181,0.0,1
14.163.115.62,2.584962500721156,6
27.64.24.88,2.0,4
27.67.38.215,2.0,4
66.249.71.158,0.0,1
103.199.33.214,2.0,4
192.168.2.11,1.584962500721156,3
27.72.41.226,3.0,8
171.231.179.40,0.0,1
171.232.27.113,0.0,1
27.72.41.226,0.0,1
171.231.179.40,2.321928094887362,5
103.199.33.214,0.0,1
103.199.76.4,0.0,1
72.14.199.83,0.0,1
207.46.13.183,1.0,2
14.229.97.73,0.0,1
66.249.71.156,0.0,1
69.162.124.232,0.0,1
66.249.79.160,0.0,1
68.180.228.185,0.0,1
69.162.124.232,1.584962500721156,3
14.163.115.62,0.0,1
14.163.115.62,2.584962500721156,6
66.249.71.153,0.0,1
66.249.84.210,0.0,1
66.249.84.222,0.0,1
58.187.69.179,2.0,4
103.199.32.121,2.584962500721156,6
103.199.33.214,1.0,2
171.250.94.244,3.0,8
14.163.115.62,0.0,1
103.199.33.214,1.0,2
14.163.115.62,2.584962500721156,6
103.199.33.214,0.0,1
171.232.27.113,0.0,1
14.163.115.62,0.0,1
27.64.24.88,2.0,4
27.72.41.226,2.807354922057604,7
171.255.131.26,0.0,1
14.163.115.62,2.807354922057604,7
27.72.41.226,2.807354922057604,7
58.187.69.179,2.321928094887362,5
123.27.230.225,0.0,1
14.163.115.62,0.0,1
66.249.77.17,0.0,1
123.27.230.225,3.584962500721156,12
66.249.77.19,0.0,1
66.249.77.21,0.0,1
66.249.79.181,0.0,1
66.249.79.184,0.0,1
66.249.79.160,0.0,1
113.175.136.111,3.0,8
171.232.27.113,0.0,1
14.163.115.62,2.807354922057604,7
113.175.136.111,2.321928094887362,5
203.113.152.7,0.0,1
58.187.69.179,1.584962500721156,3
66.249.79.160,0.0,1
103.199.33.214,0.0,1
113.175.136.111,2.584962500721156,6
171.248.191.169,0.0,1
203.113.152.2,0.0,1
14.171.220.35,0.0,1
27.64.24.88,2.0,4
58.187.69.179,1.5,4
14.171.220.35,2.584962500721156,6
66.249.71.156,0.0,1
103.199.33.214,0.0,1
113.175.136.111,1.0,2
14.171.220.35,3.584962500721156,12
27.67.24.77,2.0,4
103.199.33.214,1.584962500721156,3
113.175.136.111,2.321928094887362,5
14.171.220.35,2.584962500721156,6
58.187.69.179,1.584962500721156,3
66.249.82.82,0.0,1
69.162.124.229,2.0,4
103.199.33.214,1.584962500721156,3
113.175.136.111,2.321928094887362,5
207.46.13.182,0.0,1
66.249.82.82,0.0,1
66.249.82.84,1.584962500721156,3
171.232.27.113,0.0,1
14.171.220.35,0.0,1
58.187.69.179,2.321928094887362,5
14.171.220.35,1.584962500721156,3
116.108.12.131,1.0,2
171.248.191.169,0.0,1
14.171.220.35,0.0,1
116.108.12.131,2.0,4
171.248.191.169,0.0,1
207.46.13.184,0.0,1
14.171.220.35,2.321928094887362,5
66.249.82.220,2.0,4
66.249.82.221,2.807354922057604,7
66.249.82.222,2.584962500721156,6
101.99.36.144,2.584962500721156,6
123.27.230.225,0.0,1
14.171.220.35,0.0,1
66.249.71.156,0.0,1
115.77.114.196,2.0,4
117.7.94.83,0.0,1
123.27.230.225,2.584962500721156,6
171.232.27.113,0.0,1
66.249.71.157,0.0,1
115.77.114.196,2.0,4
117.7.94.83,2.584962500721156,6
123.27.230.225,2.584962500721156,6
66.249.82.216,0.0,1
66.249.82.218,0.0,1
103.199.33.214,0.0,1
123.27.230.225,0.0,1
203.113.152.8,0.0,1
66.249.82.216,2.321928094887362,5
66.249.82.217,2.584962500721156,6
66.249.82.218,2.321928094887362,5
101.99.36.144,2.584962500721156,6
123.27.230.225,0.0,1
14.171.220.35,0.0,1
123.27.230.225,2.584962500721156,6
66.249.71.156,0.0,1
117.7.94.83,0.0,1
184.105.139.93,0.0,1
27.2.126.210,2.584962500721156,6
113.185.25.226,1.584962500721156,3
117.7.94.83,2.321928094887362,5
14.170.168.38,2.807354922057604,7
113.185.25.226,3.584962500721156,12
117.7.94.83,2.584962500721156,6
123.27.230.225,2.584962500721156,6
171.232.27.113,0.0,1
14.170.168.38,2.807354922057604,7
14.171.220.35,0.0,1
103.199.33.214,0.0,1
115.77.114.196,2.0,4
14.171.220.35,0.0,1
66.249.71.157,0.0,1
103.199.33.214,1.584962500721156,3
123.27.230.225,0.0,1
14.163.238.68,0.0,1
27.72.41.226,2.807354922057604,7
103.199.33.214,1.0,2
123.27.230.225,2.584962500721156,6
14.163.238.68,1.584962500721156,3
23.239.108.170,0.0,1
42.112.147.42,1.0,2
42.114.40.33,1.0,2
42.114.40.46,1.584962500721156,3
69.162.124.229,2.0,4
116.110.14.244,2.0,4
171.232.27.113,0.0,1
42.112.147.42,0.0,1
42.114.40.33,0.0,1
42.114.40.46,1.0,2
115.77.114.196,0.0,1
118.71.142.222,1.584962500721156,3
66.249.71.153,0.0,1
115.77.114.196,1.584962500721156,3
171.228.112.208,0.0,1
203.113.152.2,0.0,1
103.199.33.214,0.0,1
116.110.14.244,2.0,4
123.27.230.225,2.807354922057604,7
171.228.112.208,2.321928094887362,5
117.7.94.83,2.584962500721156,6
123.27.230.225,2.584962500721156,6
14.171.220.35,2.584962500721156,6
72.14.199.70,0.0,1
123.27.230.225,0.0,1
27.2.96.175,2.0,4
72.14.199.68,0.0,1
103.199.33.214,0.0,1
115.77.114.196,0.0,1
14.171.220.35,0.0,1
27.2.96.175,2.0,4
115.77.114.196,1.584962500721156,3
14.171.220.35,2.321928094887362,5
180.93.160.75,0.0,1
